fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,Water Operating Fund,Water,2,Purchase of Services,251,Information Technology-prof Service,200000
2015,Water Operating Fund,Water,2,Purchase of Services,253,Legal Services,480000
2015,Water Operating Fund,Water,2,Purchase of Services,255,Dues,684400
2015,Water Operating Fund,Water,2,Purchase of Services,256,Seminar and Training Sessions,722200
2015,Water Operating Fund,Water,2,Purchase of Services,257,Architectural & Engineering Srvcs,2485400
2015,Water Operating Fund,Water,2,Purchase of Services,258,Court Reporters,60000
2015,Water Operating Fund,Water,2,Purchase of Services,259,Arbitration Fees,500000
2015,Water Operating Fund,Water,2,Purchase of Services,260,Repair and Maintenance Charges,10337100
2015,Water Operating Fund,Water,2,Purchase of Services,261,Repaving Repairing & Resurf Streets,2413000
2015,Water Operating Fund,Water,2,Purchase of Services,264,Abatement of Other Nuisances,8655000
2015,Water Operating Fund,Water,2,Purchase of Services,266,Maint/support-computr Hardware/soft,120900
2015,Water Operating Fund,Water,2,Purchase of Services,280,Insurance and Official Bonds,30000
2015,Water Operating Fund,Water,2,Purchase of Services,281,Lease Payments-phila Municipal Auth,28557000
2015,Water Operating Fund,Water,2,Purchase of Services,285,Rents,1026500
2015,Water Operating Fund,Water,3,Materials and Supplies,301,Agricultural and Botanical,79700
2015,Water Operating Fund,Water,3,Materials and Supplies,304,Books and Other Publications,62500
2015,Water Operating Fund,Water,3,Materials and Supplies,305,Building and Construction,2585000
2015,Water Operating Fund,Water,3,Materials and Supplies,307,Chemicals and Gases,23723950
2015,Water Operating Fund,Water,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,384200
2015,Water Operating Fund,Water,3,Materials and Supplies,309,Cordage and Fibers,5000
2015,Water Operating Fund,Water,3,Materials and Supplies,310,Electrical and Communication,1933300
2015,Water Operating Fund,Water,3,Materials and Supplies,311,General Equipment and Machinery,4210100
2015,Water Operating Fund,Water,3,Materials and Supplies,312,Fire Fighting and Safety,1665200
2015,Water Operating Fund,Water,3,Materials and Supplies,314,Fuel -- Heating and Lighting,262500
2015,Water Operating Fund,Water,3,Materials and Supplies,316,General Hardware and Minor Tools,566500
2015,Water Operating Fund,Water,3,Materials and Supplies,317,Hospital and Laboratory,669200
2015,Water Operating Fund,Water,3,Materials and Supplies,318,"Janitorial, Laundry and Household",274300
2015,Water Operating Fund,Water,3,Materials and Supplies,319,Nautical and Aeronautical,41000
2015,Water Operating Fund,Water,3,Materials and Supplies,320,Office Materials and Supplies,380300
2015,Water Operating Fund,Water,3,Materials and Supplies,321,Parking Meter and Water Meter,327000
2015,Water Operating Fund,Water,3,Materials and Supplies,322,Small Power Tools and Hand Tools,465900
2015,Water Operating Fund,Water,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,3624250
2015,Water Operating Fund,Water,3,Materials and Supplies,324,"Precision, Photographic and Artists",2033500
2015,Water Operating Fund,Water,3,Materials and Supplies,325,Printing,854700
2015,Water Operating Fund,Water,3,Materials and Supplies,326,Recreational and Educational,4500
2015,Water Operating Fund,Water,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,77400
2015,Water Operating Fund,Water,3,Materials and Supplies,335,Lubricants,90800
2015,Water Operating Fund,Water,3,Materials and Supplies,340,#2 Diesel Fuel,369000
2015,Water Operating Fund,Water,3,Materials and Supplies,342,Liquid Propane Gas (lpg),56700
2015,Water Operating Fund,Water,3,Materials and Supplies,345,Gasoline,350000
2015,Water Operating Fund,Water,4,Equipment,401,Agricultural and Botanical,9000
2015,Water Operating Fund,Water,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",8000
2015,Water Operating Fund,Water,4,Equipment,405,"Construction, Dredging, Conveying",6100
2015,Water Operating Fund,Water,4,Equipment,410,Electrical Lighting Communication,266900
2015,Water Operating Fund,Water,4,Equipment,411,General Equipment and Machinery,662150
2015,Water Operating Fund,Water,4,Equipment,412,Fire Fighting and Emergency,59600
2015,Water Operating Fund,Water,4,Equipment,417,Hospital and Laboratory,441500
2015,Water Operating Fund,Water,4,Equipment,418,Janitorial and Laundry,31000
2015,Water Operating Fund,Water,4,Equipment,420,Office Equipment,27500
2015,Water Operating Fund,Water,4,Equipment,423,Plumbing/air Conditioning/space Htg,299800
2015,Water Operating Fund,Water,4,Equipment,424,"Precision, Photographic and Artist",189900
2015,Water Operating Fund,Water,4,Equipment,430,Furniture and Furnishings,645900
2015,Water Operating Fund,Water,4,Equipment,499,Other Equipment (noc),19500
2015,Water Operating Fund,Water,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,100000
2015,Water Operating Fund,Water,8,Payments to Other Funds,801,Payments to General Fund,14000000
2015,Water Operating Fund,Water,8,Payments to Other Funds,804,Payments to Capital Projects Fund,20697000
2015,Water Operating Fund,Water,8,Payments to Other Funds,811,Payments to Water Residual Fund,28363000
2015,Water Operating Fund,Water,8,Payments to Other Funds,813,Payments to Water Rate Stab,3905000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,186,Flex Cash,50000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,187,Worker's Comp-disability Comp,2200000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,188,Worker's Comp-medical,2000000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,189,Medicare Tax,1700000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,190,Pension-obligation Bond Payments,11700000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,191,Pension,42000000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,192,FICA Taxes,7100000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,193,Medical Health & Welfare Credit,31965012
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,194,Group Life Insurance,150000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,195,Group Legal Insurance,300000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,196,Unemployment Comp Insurance,475000
2015,Water Operating Fund,Finance - Employee Benefits,1,Personal Services,197,Auto Mechanic Tool Insurance,50000
2015,Water Operating Fund,Director of Finance,5,"Contributions, Indemnities, Refunds, Taxes",513,Indemnities-interdepartmental Trans,6500000
2015,Water Operating Fund,Director of Finance,9,Advances & Other Misc Payments,999,Standby Authorizations,10509598
2015,Water Operating Fund,Revenue,1,Personal Services,100,Salary Control,130543
2015,Water Operating Fund,Revenue,1,Personal Services,101,Perm Full Time-civilian,9662150
2015,Water Operating Fund,Revenue,1,Personal Services,121,Temporary Seasonal,127000
2015,Water Operating Fund,Revenue,1,Personal Services,161,Overtime Civilian,655250
2015,Water Operating Fund,Revenue,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",2500
2015,Water Operating Fund,Revenue,1,Personal Services,181,Shift,5505
2015,Water Operating Fund,Revenue,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,2500
2015,Water Operating Fund,Revenue,2,Purchase of Services,210,Postage,3621530
2015,Water Operating Fund,Revenue,2,Purchase of Services,211,Transportation,2250
2015,Water Operating Fund,Revenue,2,Purchase of Services,250,Professional Consult/spec Services,235000
2015,Water Operating Fund,Revenue,2,Purchase of Services,255,Dues,200
2015,Water Operating Fund,Revenue,2,Purchase of Services,256,Seminar and Training Sessions,100000
2015,Water Operating Fund,Revenue,2,Purchase of Services,260,Repair and Maintenance Charges,251000
2015,Water Operating Fund,Revenue,2,Purchase of Services,285,Rents,32000
2015,Water Operating Fund,Revenue,3,Materials and Supplies,304,Books and Other Publications,3265
2015,Water Operating Fund,Revenue,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,9200
2015,Water Operating Fund,Revenue,3,Materials and Supplies,310,Electrical and Communication,1000
2015,Water Operating Fund,Revenue,3,Materials and Supplies,311,General Equipment and Machinery,400
2015,Water Operating Fund,Revenue,3,Materials and Supplies,316,General Hardware and Minor Tools,500
2015,Water Operating Fund,Revenue,3,Materials and Supplies,318,"Janitorial, Laundry and Household",820
2015,Water Operating Fund,Revenue,3,Materials and Supplies,320,Office Materials and Supplies,396450
2015,Water Operating Fund,Revenue,3,Materials and Supplies,324,"Precision, Photographic and Artists",26300
2015,Water Operating Fund,Revenue,3,Materials and Supplies,325,Printing,76550
2015,Water Operating Fund,Revenue,4,Equipment,420,Office Equipment,120235
2015,Water Operating Fund,Revenue,4,Equipment,423,Plumbing/air Conditioning/space Htg,200
2015,Water Operating Fund,Revenue,4,Equipment,430,Furniture and Furnishings,6000
2015,Water Operating Fund,Revenue,5,"Contributions, Indemnities, Refunds, Taxes",504,Meritorious Awards,5000
2015,Water Operating Fund,Sinking Fund Commission,7,Debt Service,701,Interest on City Debt -- Long-term,87275266
2015,Water Operating Fund,Sinking Fund Commission,7,Debt Service,702,Principal Payments on City Debt-l/t,125414658
2015,Water Operating Fund,Sinking Fund Commission,7,Debt Service,706,Arbitrage Payments,500000
2015,Water Operating Fund,Procurement,1,Personal Services,101,Perm Full Time-civilian,69028
2015,Water Operating Fund,Law,1,Personal Services,101,Perm Full Time-civilian,2431587
2015,Water Operating Fund,Law,1,Personal Services,161,Overtime Civilian,500
2015,Water Operating Fund,Law,2,Purchase of Services,210,Postage,11239
2015,Water Operating Fund,Law,2,Purchase of Services,211,Transportation,1355
2015,Water Operating Fund,Law,2,Purchase of Services,250,Professional Consult/spec Services,426453
2015,Water Operating Fund,Law,2,Purchase of Services,251,Information Technology-prof Service,3226
2015,Water Operating Fund,Law,2,Purchase of Services,257,Architectural & Engineering Srvcs,60125
2015,Water Operating Fund,Law,2,Purchase of Services,258,Court Reporters,123166
2015,Water Operating Fund,Law,2,Purchase of Services,259,Arbitration Fees,2775
2015,Water Operating Fund,Law,2,Purchase of Services,260,Repair and Maintenance Charges,44232
2015,Water Operating Fund,Law,2,Purchase of Services,277,Witness Fees,3500
2015,Water Operating Fund,Law,2,Purchase of Services,285,Rents,15543
2015,Water Operating Fund,Law,3,Materials and Supplies,304,Books and Other Publications,10000
2015,Water Operating Fund,Law,3,Materials and Supplies,320,Office Materials and Supplies,5650
2015,Water Operating Fund,Law,3,Materials and Supplies,325,Printing,14350
2015,Water Operating Fund,Law,4,Equipment,420,Office Equipment,10096
2015,Water Operating Fund,Law,4,Equipment,430,Furniture and Furnishings,2914
2015,Water Operating Fund,Mayor's Office of Transportation,1,Personal Services,101,Perm Full Time-civilian,230886
2015,County Liquid Fuels Tax Fund,Streets,1,Personal Services,101,Perm Full Time-civilian,3734000
2015,County Liquid Fuels Tax Fund,Streets,2,Purchase of Services,220,Electric Current-structures/streets,651000
2015,County Liquid Fuels Tax Fund,Streets,2,Purchase of Services,260,Repair and Maintenance Charges,210000
2015,County Liquid Fuels Tax Fund,Streets,3,Materials and Supplies,305,Building and Construction,234600
2015,County Liquid Fuels Tax Fund,Streets,3,Materials and Supplies,311,General Equipment and Machinery,21730
2015,County Liquid Fuels Tax Fund,Streets,4,Equipment,428,Vehicles -- Motor and Motorless,80000
